f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,label
12.0,1.5,40.0,2000.0,472.15189873417717,20.0,600.0,350.0,240.0,113.09733554808211,17.683882562662475,55.663191522154186,73.34707408481665,73.34707408481665,4.77183315575066,8.180285409858275,4.18456866380083,Safe
12.0,1.5,40.0,19000.0,1154.4303797468353,20.0,600.0,350.0,240.0,113.09733554808211,167.9968843452935,136.09874173781398,304.0956260831075,304.0956260831075,1.1509537460535397,1.9730635646632109,1.269675560950476,Risk
12.0,1.5,40.0,1000.0,3449.3670886075947,20.0,600.0,350.0,240.0,113.09733554808211,8.841941281331238,406.65468337230607,415.4966246536373,415.4966246536373,0.8423654471102422,1.4440550521889866,0.5814840776600524,Failure
12.0,1.5,40.0,6000.0,534.1772151898733,20.0,600.0,350.0,240.0,113.09733554808211,53.05164768798742,62.975514269032345,116.02716195701976,116.02716195701976,3.016535043118911,5.17120293106099,3.4740381791358206,Safe
12.0,1.5,40.0,69000.0,2394.936708860759,20.0,600.0,350.0,240.0,113.09733554808211,610.0939484118553,282.3451966753773,892.4391450872326,892.4391450872326,0.3921836036959098,0.6723147491929883,0.0,Failure
12.0,1.5,40.0,42000.0,1464.5569620253164,20.0,600.0,350.0,240.0,113.09733554808211,371.36153381591197,172.66035547220483,544.0218892881168,544.0218892881168,0.6433564657799915,1.1028967984799856,0.5296837610636577,Failure
12.0,1.5,40.0,74000.0,2456.9620253164558,20.0,600.0,350.0,240.0,113.09733554808211,654.3036548185115,289.65751942225546,943.9611742407669,943.9611742407669,0.3707779615842104,0.6356193627157892,0.0,Failure
12.0,1.5,40.0,6000.0,1030.379746835443,20.0,600.0,350.0,240.0,113.09733554808211,53.05164768798742,121.47409624405768,174.5257439320451,174.5257439320451,2.0054347978271547,3.4378882248465508,1.8010369921456102,Risk
12.0,1.5,40.0,12000.0,906.3291139240506,20.0,600.0,350.0,240.0,113.09733554808211,106.10329537597484,106.84945075030133,212.95274612627617,212.95274612627617,1.6435571100398694,2.817526474354062,1.8489442899378123,Risk
12.0,1.5,40.0,22000.0,1030.379746835443,20.0,600.0,350.0,240.0,113.09733554808211,194.52270818928721,121.47409624405768,315.9968044333449,315.9968044333449,1.107606137430798,1.8987533784527966,1.33518932626662,Risk
12.0,1.5,40.0,53000.0,162.0253164556962,20.0,600.0,350.0,240.0,113.09733554808211,468.62288791055556,19.101577787763368,487.7244656983189,487.7244656983189,0.7176182960150583,1.2302027931686714,2.7511258712194526,Failure
12.0,1.5,40.0,36000.0,224.0506329113924,20.0,600.0,350.0,240.0,113.09733554808211,318.3098861279245,26.413900534641535,344.72378666256606,344.72378666256606,1.0153056259549136,1.7405239302084232,4.265785940883325,Risk
12.0,1.5,40.0,21000.0,286.0759493670886,20.0,600.0,350.0,240.0,113.09733554808211,185.68076690795598,33.72622328151969,219.40699018947566,219.40699018947566,1.595208975320939,2.7346439576930384,4.913911998047951,Risk
12.0,1.5,40.0,46000.0,4937.974683544304,20.0,600.0,350.0,240.0,113.09733554808211,406.7292989412369,582.1504292973821,988.879728238619,988.879728238619,0.353935862982106,0.6067471936836103,0.13279777276240878,Failure
12.0,1.5,40.0,9000.0,348.1012658227848,20.0,600.0,350.0,240.0,113.09733554808211,79.57747153198113,41.03854602839787,120.61601756037899,120.61601756037899,2.901770486841785,4.974463691728774,5.072524042106321,Safe
12.0,1.5,40.0,72000.0,3325.3164556962024,20.0,600.0,350.0,240.0,113.09733554808211,636.619772255849,392.03003787854976,1028.6498101343989,1028.6498101343989,0.34025184912436846,0.5832888842132031,0.0,Failure
12.0,1.5,40.0,2000.0,782.2784810126582,20.0,600.0,350.0,240.0,113.09733554808211,17.683882562662475,92.224805256545,109.90868781920747,109.90868781920747,3.1844616375781176,5.459077092991059,2.525637721049881,Safe
12.0,1.5,40.0,28000.0,4193.670886075949,20.0,600.0,350.0,240.0,113.09733554808211,247.57435587727463,494.40255633484406,741.9769122121187,741.9769122121187,0.47171279084148804,0.808650498585408,0.28513254197927346,Failure
12.0,1.5,40.0,9000.0,2643.0379746835442,20.0,600.0,350.0,240.0,113.09733554808211,79.57747153198113,311.59448766288995,391.1719591948711,391.1719591948711,0.8947471611193504,1.5338522762046007,0.6680766818049582,Failure
12.0,1.5,40.0,30000.0,2084.8101265822784,20.0,600.0,350.0,240.0,113.09733554808211,265.2582384399371,245.78358294098646,511.0418213809236,511.0418213809236,0.6848754551115884,1.1740722087627231,0.5447748096976416,Failure
12.0,1.5,40.0,53000.0,534.1772151898733,20.0,600.0,350.0,240.0,113.09733554808211,468.62288791055556,62.975514269032345,531.5984021795879,531.5984021795879,0.6583917456567193,1.1286715639829474,0.8344647192628758,Failure
12.0,1.5,40.0,18000.0,224.0506329113924,20.0,600.0,350.0,240.0,113.09733554808211,159.15494306396226,26.413900534641535,185.5688435986038,185.5688435986038,1.8860924776531145,3.233301390262482,6.675955432499407,Risk
12.0,1.5,40.0,2000.0,286.0759493670886,20.0,600.0,350.0,240.0,113.09733554808211,17.683882562662475,33.72622328151969,51.41010584418216,51.41010584418216,6.807999988445848,11.670857123050027,6.9063898742454475,Safe
12.0,1.5,40.0,1000.0,1030.379746835443,20.0,600.0,350.0,240.0,113.09733554808211,8.841941281331238,121.47409624405768,130.3160375253889,130.3160375253889,2.6857784095002524,4.60419155914329,1.9466143877327944,Risk
12.0,1.5,40.0,7000.0,472.15189873417717,20.0,600.0,350.0,240.0,113.09733554808211,61.89358896931866,55.663191522154186,117.55678049147284,117.55678049147284,2.9772846664715398,5.103916571094068,3.86687429380937,Safe
12.0,1.5,40.0,2000.0,1216.4556962025315,20.0,600.0,350.0,240.0,113.09733554808211,17.683882562662475,143.41106448469216,161.09494704735465,161.09494704735465,2.1726317703493403,3.724511606313155,1.6241874210352412,Risk
12.0,1.5,40.0,12000.0,782.2784810126582,20.0,600.0,350.0,240.0,113.09733554808211,106.10329537597484,92.224805256545,198.32810063251983,198.32810063251983,1.7647524424526546,3.025289901347408,2.1421425753940273,Risk
12.0,1.5,40.0,15000.0,720.253164556962,20.0,600.0,350.0,240.0,113.09733554808211,132.62911921996854,84.91248250966684,217.54160172963537,217.54160172963537,1.608887666614579,2.7580931427678497,2.2016592470786356,Risk
12.0,1.5,40.0,15000.0,658.2278481012657,20.0,600.0,350.0,240.0,113.09733554808211,132.62911921996854,77.60015976278868,210.22927898275722,210.22927898275722,1.664848976754764,2.854026817293881,2.409123291512218,Risk
12.0,1.5,40.0,3000.0,348.1012658227848,20.0,600.0,350.0,240.0,113.09733554808211,26.52582384399371,41.03854602839787,67.56436987239158,67.56436987239158,5.180245159628702,8.880420273649202,5.589614951223656,Safe
12.0,1.5,40.0,3000.0,1092.4050632911392,20.0,600.0,350.0,240.0,113.09733554808211,26.52582384399371,128.78641899093586,155.31224283492958,155.31224283492958,2.2535248581126783,3.8631854710503055,1.781163512876044,Risk
12.0,1.5,40.0,8000.0,1278.4810126582279,20.0,600.0,350.0,240.0,113.09733554808211,70.7355302506499,150.72338723157034,221.45891748222024,221.45891748222024,1.5804285687728932,2.7093061178963884,1.40459813030258,Risk
12.0,1.5,40.0,15000.0,100.0,20.0,600.0,350.0,240.0,113.09733554808211,132.62911921996854,11.789255040885205,144.41837426085374,144.41837426085374,2.4235143331927675,4.154595999759031,15.857520398686523,Safe
12.0,1.5,40.0,17000.0,162.0253164556962,20.0,600.0,350.0,240.0,113.09733554808211,150.31300178263103,19.101577787763368,169.4145795703944,169.4145795703944,2.065937895578247,3.5416078209912802,9.416750871373576,Safe
12.0,1.5,40.0,2000.0,1898.7341772151897,20.0,600.0,350.0,240.0,113.09733554808211,17.683882562662475,223.84661470035195,241.5304972630144,241.5304972630144,1.4490923670703941,2.484158343549247,1.0405627410791851,Risk
12.0,1.5,40.0,37000.0,1278.4810126582279,20.0,600.0,350.0,240.0,113.09733554808211,327.15182740925576,150.72338723157034,477.87521464082613,477.87521464082613,0.7324087738309042,1.2555578979958357,0.7241030807507849,Failure
12.0,1.5,40.0,7000.0,844.3037974683543,20.0,600.0,350.0,240.0,113.09733554808211,61.89358896931866,99.53712800342315,161.4307169727418,161.4307169727418,2.1681127765599326,3.716764759817028,2.1624349499285107,Safe
12.0,1.5,40.0,12000.0,534.1772151898733,20.0,600.0,350.0,240.0,113.09733554808211,106.10329537597484,62.975514269032345,169.0788096450072,169.0788096450072,2.0700405966470874,3.548641022823578,3.1370713544711895,Safe
12.0,1.5,40.0,11000.0,1588.6075949367087,20.0,600.0,350.0,240.0,113.09733554808211,97.26135409464361,187.28500096596113,284.54635506060475,284.54635506060475,1.230028056146509,2.1086195248225867,1.0737403279700852,Risk
12.0,1.5,40.0,13000.0,100.0,20.0,600.0,350.0,240.0,113.09733554808211,114.94523665730608,11.789255040885205,126.73449169819129,126.73449169819129,2.7616791238705334,4.734307069492343,16.457520398680913,Safe
12.0,1.5,40.0,14000.0,286.0759493670886,20.0,600.0,350.0,240.0,113.09733554808211,123.78717793863731,33.72622328151969,157.513401220157,157.513401220157,2.222033155823877,3.809199695698075,5.6479827945417655,Safe
12.0,1.5,40.0,51000.0,3201.26582278481,20.0,600.0,350.0,240.0,113.09733554808211,450.9390053478931,377.40539238479346,828.3443977326865,828.3443977326865,0.4225295673606105,0.724336401189618,0.15798501840136184,Failure
12.0,1.5,40.0,12000.0,162.0253164556962,20.0,600.0,350.0,240.0,113.09733554808211,106.10329537597484,19.101577787763368,125.2048731637382,125.2048731637382,2.7954183503663455,4.792145743485164,10.342532121394983,Safe
12.0,1.5,40.0,16000.0,720.253164556962,20.0,600.0,350.0,240.0,113.09733554808211,141.4710605012998,84.91248250966684,226.38354301096666,226.38354301096666,1.5460487778543999,2.6503693334646856,2.1600072259863516,Risk
12.0,1.5,40.0,5000.0,1712.6582278481012,20.0,600.0,350.0,240.0,113.09733554808211,44.20970640665619,201.90964645971746,246.11935286637365,246.11935286637365,1.4220742738122043,2.437841612249493,1.1010673404382898,Risk
12.0,1.5,40.0,15000.0,1278.4810126582279,20.0,600.0,350.0,240.0,113.09733554808211,132.62911921996854,150.72338723157034,283.3525064515389,283.3525064515389,1.2352105311573254,2.117503767698272,1.2403407045486985,Risk
12.0,1.5,40.0,32000.0,906.3291139240506,20.0,600.0,350.0,240.0,113.09733554808211,282.9421210025996,106.84945075030133,389.79157175290095,389.79157175290095,0.8979157718191408,1.5392841802613844,1.186933116709686,Failure
12.0,1.5,40.0,6000.0,472.15189873417717,20.0,600.0,350.0,240.0,113.09733554808211,53.05164768798742,55.663191522154186,108.7148392101416,108.7148392101416,3.219431703525257,5.519025777471868,3.930413167807662,Safe
12.0,1.5,40.0,21000.0,2332.911392405063,20.0,600.0,350.0,240.0,113.09733554808211,185.68076690795598,275.0328739284991,460.71364083645506,460.71364083645506,0.7596909858449012,1.302327404305545,0.6025741245728307,Failure
12.0,1.5,40.0,60000.0,472.15189873417717,20.0,600.0,350.0,240.0,113.09733554808211,530.5164768798742,55.663191522154186,586.1796684020284,586.1796684020284,0.5970865570167766,1.0235769548859028,0.49931397189988885,Failure
12.0,1.5,40.0,9000.0,410.126582278481,20.0,600.0,350.0,240.0,113.09733554808211,79.57747153198113,48.35086877527603,127.92834030725716,127.92834030725716,2.7359066736630613,4.6901257262795335,4.305383060445614,Safe
12.0,1.5,40.0,65000.0,3635.443037974683,20.0,600.0,350.0,240.0,113.09733554808211,574.7261832865304,428.5916516129405,1003.3178348994709,1003.3178348994709,0.34884259785406885,0.5980158820355466,0.02358778256020287,Failure
12.0,1.5,40.0,25000.0,596.2025316455696,20.0,600.0,350.0,240.0,113.09733554808211,221.04853203328094,70.28783701591051,291.33636904919143,291.33636904919143,1.2013604794384665,2.0594751076088,2.15656923900246,Risk
12.0,1.5,40.0,4000.0,1464.5569620253164,20.0,600.0,350.0,240.0,113.09733554808211,35.36776512532495,172.66035547220483,208.02812059752978,208.02812059752978,1.6824648465457204,2.884225451221235,1.3080761552406288,Risk
12.0,1.5,40.0,2000.0,348.1012658227848,20.0,600.0,350.0,240.0,113.09733554808211,17.683882562662475,41.03854602839787,58.72242859106034,58.72242859106034,5.960243954340171,10.21756106458315,5.675796769409879,Safe
12.0,1.5,40.0,8000.0,348.1012658227848,20.0,600.0,350.0,240.0,113.09733554808211,70.7355302506499,41.03854602839787,111.77407627904776,111.77407627904776,3.131316416546193,5.3679709997934735,5.158705860292543,Safe
12.0,1.5,40.0,11000.0,534.1772151898733,20.0,600.0,350.0,240.0,113.09733554808211,97.26135409464361,62.975514269032345,160.23686836367597,160.23686836367597,2.1842663525066564,3.7444566042971252,3.1932324919152943,Safe
12.0,1.5,40.0,5000.0,1402.5316455696202,20.0,600.0,350.0,240.0,113.09733554808211,44.20970640665619,165.34803272532665,209.55773913198283,209.55773913198283,1.6701840812373634,2.863172710692623,1.3445343967611685,Risk
12.0,1.5,40.0,66000.0,5000.0,20.0,600.0,350.0,240.0,113.09733554808211,583.5681245678617,589.4627520442602,1173.030876612122,1173.030876612122,0.29837236766567543,0.5114954874268722,0.011150407977518236,Failure
12.0,1.5,40.0,8000.0,844.3037974683543,20.0,600.0,350.0,240.0,113.09733554808211,70.7355302506499,99.53712800342315,170.27265825407306,170.27265825407306,2.055526727466077,3.5237601042275606,2.1269027160431273,Safe
12.0,1.5,40.0,21000.0,1650.632911392405,20.0,600.0,350.0,240.0,113.09733554808211,185.68076690795598,194.5973237128393,380.2780906207953,380.2780906207953,0.9203790821283252,1.577792712219986,0.8516442573512712,Failure
12.0,1.5,40.0,3000.0,4069.6202531645567,20.0,600.0,350.0,240.0,113.09733554808211,26.52582384399371,479.7779108410877,506.3037346850814,506.3037346850814,0.6912846499483302,1.1850593999114232,0.47811636442325284,Failure
12.0,1.5,40.0,9000.0,100.0,20.0,600.0,350.0,240.0,113.09733554808211,79.57747153198113,11.789255040885205,91.36672657286634,91.36672657286634,3.8307162040771923,6.56694206413233,17.657520398669693,Safe
12.0,1.5,40.0,26000.0,224.0506329113924,20.0,600.0,350.0,240.0,113.09733554808211,229.89047331461217,26.413900534641535,256.3043738492537,256.3043738492537,1.3655638986656082,2.340966683426757,5.604768991781149,Risk
12.0,1.5,40.0,34000.0,410.126582278481,20.0,600.0,350.0,240.0,113.09733554808211,300.62600356526207,48.35086877527603,348.9768723405381,348.9768723405381,1.0029317921603143,1.719311643703396,2.476679356641713,Risk
12.0,1.5,40.0,15000.0,224.0506329113924,20.0,600.0,350.0,240.0,113.09733554808211,132.62911921996854,26.413900534641535,159.04301975461007,159.04301975461007,2.200662440500814,3.772564183715681,7.0776503477687545,Safe
12.0,1.5,40.0,62000.0,782.2784810126582,20.0,600.0,350.0,240.0,113.09733554808211,548.2003594425366,92.224805256545,640.4251646990816,640.4251646990816,0.5465119412724967,0.9368776136099942,0.22466684711475962,Failure
12.0,1.5,40.0,11000.0,472.15189873417717,20.0,600.0,350.0,240.0,113.09733554808211,97.26135409464361,55.663191522154186,152.9245456167978,152.9245456167978,2.2887104132697584,3.9235035656053006,3.612718797816201,Safe
12.0,1.5,40.0,14000.0,658.2278481012657,20.0,600.0,350.0,240.0,113.09733554808211,123.78717793863731,77.60015976278868,201.387337701426,201.387337701426,1.737944420900817,2.979333292972829,2.454700214591994,Risk
12.0,1.5,40.0,14000.0,1278.4810126582279,20.0,600.0,350.0,240.0,113.09733554808211,123.78717793863731,150.72338723157034,274.51056517020766,274.51056517020766,1.2749964642771066,2.18570822447504,1.2638060510849674,Risk
12.0,1.5,40.0,9000.0,658.2278481012657,20.0,600.0,350.0,240.0,113.09733554808211,79.57747153198113,77.60015976278868,157.1776312947698,157.1776312947698,2.226779962992226,3.8173370794152444,2.682584829990872,Safe
12.0,1.5,40.0,31000.0,224.0506329113924,20.0,600.0,350.0,240.0,113.09733554808211,274.1001797212683,26.413900534641535,300.51408025590985,300.51408025590985,1.16467088563965,1.9965786610965426,4.935277466332237,Risk
12.0,1.5,40.0,33000.0,162.0253164556962,20.0,600.0,350.0,240.0,113.09733554808211,291.78406228393084,19.101577787763368,310.8856400716942,310.8856400716942,1.1258159106935905,1.9299701326175838,6.454250871305077,Risk
12.0,1.5,40.0,10000.0,472.15189873417717,20.0,600.0,350.0,240.0,113.09733554808211,88.41941281331238,55.663191522154186,144.08260433546656,144.08260433546656,2.429162088038527,4.164277865208904,3.6762576718144935,Safe
12.0,1.5,40.0,2000.0,658.2278481012657,20.0,600.0,350.0,240.0,113.09733554808211,17.683882562662475,77.60015976278868,95.28404232545115,95.28404232545115,3.6732278716814983,6.296962065739712,3.001623291549301,Safe
12.0,1.5,40.0,10000.0,968.3544303797468,20.0,600.0,350.0,240.0,113.09733554808211,88.41941281331238,114.1617734971795,202.5811863104919,202.5811863104919,1.727702391187673,2.9617755277502966,1.7924759628750708,Risk
12.0,1.5,40.0,46000.0,1340.506329113924,20.0,600.0,350.0,240.0,113.09733554808211,406.7292989412369,158.0357099784485,564.7650089196854,564.7650089196854,0.619726779229613,1.062388764393622,0.4891823527325482,Failure
12.0,1.5,40.0,3000.0,286.0759493670886,20.0,600.0,350.0,240.0,113.09733554808211,26.52582384399371,33.72622328151969,60.2520471255134,60.2520471255134,5.808931259465631,9.958167873369653,6.801522617603474,Safe
12.0,1.5,40.0,3000.0,162.0253164556962,20.0,600.0,350.0,240.0,113.09733554808211,26.52582384399371,19.101577787763368,45.62740163175708,45.62740163175708,7.67082909557414,13.149992735269954,12.008938371433512,Safe
12.0,1.5,40.0,10000.0,286.0759493670886,20.0,600.0,350.0,240.0,113.09733554808211,88.41941281331238,33.72622328151969,122.14563609483207,122.14563609483207,2.8654318826863343,4.912168941748002,6.0674518211096595,Safe
12.0,1.5,40.0,38000.0,4627.848101265822,20.0,600.0,350.0,240.0,113.09733554808211,335.993768690587,545.5888155629912,881.5825842535781,881.5825842535781,0.39701328752534554,0.6805942071863067,0.19355692329323287,Failure
12.0,1.5,40.0,1000.0,410.126582278481,20.0,600.0,350.0,240.0,113.09733554808211,8.841941281331238,48.35086877527603,57.192810056607264,57.192810056607264,6.119650348487226,10.490829168835244,4.8905682456628625,Safe
12.0,1.5,40.0,9000.0,286.0759493670886,20.0,600.0,350.0,240.0,113.09733554808211,79.57747153198113,33.72622328151969,113.30369481350081,113.30369481350081,3.089043129379099,5.295502507507027,6.1723190777516335,Safe
12.0,1.5,40.0,21000.0,2953.164556962025,20.0,600.0,350.0,240.0,113.09733554808211,185.68076690795598,348.1561013972808,533.8368683052367,533.8368683052367,0.6556310003662424,1.1239388577707012,0.4760154786063329,Failure
12.0,1.5,40.0,5000.0,1588.6075949367087,20.0,600.0,350.0,240.0,113.09733554808211,44.20970640665619,187.28500096596113,231.4947073726173,231.4947073726173,1.5119136155243624,2.591851912327478,1.1870471008863983,Risk
12.0,1.5,40.0,8000.0,410.126582278481,20.0,600.0,350.0,240.0,113.09733554808211,70.7355302506499,48.35086877527603,119.08639902592593,119.08639902592593,2.9390426015053452,5.038358745437734,4.37853120859777,Safe
12.0,1.5,40.0,14000.0,844.3037974683543,20.0,600.0,350.0,240.0,113.09733554808211,123.78717793863731,99.53712800342315,223.32430594206045,223.32430594206045,1.5672275282442263,2.6866757627043882,1.913709312730828,Risk
12.0,1.5,40.0,7000.0,968.3544303797468,20.0,600.0,350.0,240.0,113.09733554808211,61.89358896931866,114.1617734971795,176.05536246649814,176.05536246649814,1.9880110159360473,3.408018884461795,1.8854171393518597,Risk
12.0,1.5,40.0,14000.0,162.0253164556962,20.0,600.0,350.0,240.0,113.09733554808211,123.78717793863731,19.101577787763368,142.8887557264007,142.8887557264007,2.4494579592233316,4.199070787239997,9.97221962138642,Safe
12.0,1.5,40.0,6000.0,1340.506329113924,20.0,600.0,350.0,240.0,113.09733554808211,53.05164768798742,158.0357099784485,211.0873576664359,211.0873576664359,1.658081298034998,2.8424250823457107,1.3843664887717837,Risk
12.0,1.5,40.0,28000.0,2829.1139240506327,20.0,600.0,350.0,240.0,113.09733554808211,247.57435587727463,333.53145590352443,581.1058117807991,581.1058117807991,0.602299947623691,1.0325141959263273,0.4226595577523094,Failure
12.0,1.5,40.0,5000.0,3883.5443037974683,20.0,600.0,350.0,240.0,113.09733554808211,44.20970640665619,457.8409426004532,502.0506490071094,502.0506490071094,0.6971408177471484,1.1950985447093974,0.48557500378654833,Failure
12.0,1.5,40.0,72000.0,1402.5316455696202,20.0,600.0,350.0,240.0,113.09733554808211,636.619772255849,165.34803272532665,801.9678049811757,801.9678049811757,0.43642649720555676,0.7481597094952401,0.0,Failure
12.0,1.5,40.0,51000.0,4007.5949367088606,20.0,600.0,350.0,240.0,113.09733554808211,450.9390053478931,472.4655880942096,923.4045934421026,923.4045934421026,0.37903211927390734,0.6497693473266983,0.12619839277866618,Failure
12.0,1.5,40.0,65000.0,472.15189873417717,20.0,600.0,350.0,240.0,113.09733554808211,574.7261832865304,55.663191522154186,630.3893748086846,630.3893748086846,0.5552124036127124,0.9517926919075069,0.18161960190842805,Failure
12.0,1.5,40.0,39000.0,224.0506329113924,20.0,600.0,350.0,240.0,113.09733554808211,344.8357099719182,26.413900534641535,371.24961050655975,371.24961050655975,0.9427619318482031,1.616163311739777,3.864091025613978,Failure
12.0,1.5,40.0,5000.0,906.3291139240506,20.0,600.0,350.0,240.0,113.09733554808211,44.20970640665619,106.84945075030133,151.05915715695753,151.05915715695753,2.316973075879251,3.9719538443644304,2.0806482005676563,Safe
12.0,1.5,40.0,14000.0,4813.9240506329115,20.0,600.0,350.0,240.0,113.09733554808211,123.78717793863731,567.5257838036258,691.3129617422632,691.3129617422632,0.5062829996958476,0.8679137137643101,0.3356413651333254,Failure
12.0,1.5,40.0,8000.0,534.1772151898733,20.0,600.0,350.0,240.0,113.09733554808211,70.7355302506499,62.975514269032345,133.71104451968225,133.71104451968225,2.6175848169809375,4.487288257681607,3.36171590424761,Safe
12.0,1.5,40.0,34000.0,100.0,20.0,600.0,350.0,240.0,113.09733554808211,300.62600356526207,11.789255040885205,312.4152586061473,312.4152586061473,1.1203037955329653,1.9205207923422263,10.157520398739814,Risk
12.0,1.5,40.0,9000.0,224.0506329113924,20.0,600.0,350.0,240.0,113.09733554808211,79.57747153198113,26.413900534641535,105.99137206662266,105.99137206662266,3.3021555733489274,5.6608381257410185,7.8810401783074475,Safe
12.0,1.5,40.0,18000.0,1402.5316455696202,20.0,600.0,350.0,240.0,113.09733554808211,159.15494306396226,165.34803272532665,324.50297578928894,324.50297578928894,1.078572543587978,1.8489815032936767,1.0664658046841016,Risk
12.0,1.5,40.0,21000.0,3387.3417721518986,20.0,600.0,350.0,240.0,113.09733554808211,185.68076690795598,399.3423606254279,585.0231275333839,585.0231275333839,0.5982669462574867,1.0256004792985485,0.41500153646823007,Failure
12.0,1.5,40.0,36000.0,3945.5696202531644,20.0,600.0,350.0,240.0,113.09733554808211,318.3098861279245,465.15326534733146,783.4631514752559,783.4631514752559,0.44673447543832223,0.7658305293228381,0.24223423534273675,Failure
12.0,1.5,40.0,20000.0,4317.721518987341,20.0,600.0,350.0,240.0,113.09733554808211,176.83882562662475,509.02720182860037,685.8660274552251,685.8660274552251,0.5103037415311236,0.8748064140533547,0.3325253918473542,Failure
12.0,1.5,40.0,17000.0,286.0759493670886,20.0,600.0,350.0,240.0,113.09733554808211,150.31300178263103,33.72622328151969,184.0392250641507,184.0392250641507,1.9017684946027047,3.260174562176065,5.333381024615845,Risk
12.0,1.5,40.0,10000.0,658.2278481012657,20.0,600.0,350.0,240.0,113.09733554808211,88.41941281331238,77.60015976278868,166.01957257610104,166.01957257610104,2.1081851649597323,3.6140317113595413,2.637007906911096,Safe
12.0,1.5,40.0,3000.0,906.3291139240506,20.0,600.0,350.0,240.0,113.09733554808211,26.52582384399371,106.84945075030133,133.37527459429504,133.37527459429504,2.624174541061051,4.498584927533231,2.1468493178904686,Safe
12.0,1.5,40.0,55000.0,100.0,20.0,600.0,350.0,240.0,113.09733554808211,486.306770473218,11.789255040885205,498.09602551410325,498.09602551410325,0.7026757534113015,1.2045870058479453,3.8575203987987168,Failure
12.0,1.5,40.0,14000.0,224.0506329113924,20.0,600.0,350.0,240.0,113.09733554808211,123.78717793863731,26.413900534641535,150.20107847327884,150.20107847327884,2.330209633347844,3.994645085739161,7.211548652858537,Safe
12.0,1.5,40.0,10000.0,534.1772151898733,20.0,600.0,350.0,240.0,113.09733554808211,88.41941281331238,62.975514269032345,151.39492708234474,151.39492708234474,2.311834397247147,3.963144680995109,3.2493936293593997,Safe
12.0,1.5,40.0,4000.0,286.0759493670886,20.0,600.0,350.0,240.0,113.09733554808211,35.36776512532495,33.72622328151969,69.09398840684463,69.09398840684463,5.065563706266847,8.683823496457451,6.6966553609615005,Safe
12.0,1.5,40.0,27000.0,658.2278481012657,20.0,600.0,350.0,240.0,113.09733554808211,238.7324145959434,77.60015976278868,316.3325743587321,316.3325743587321,1.1064304733978534,1.89673795439632,1.8622002145549108,Risk
12.0,1.5,40.0,39000.0,4937.974683544304,20.0,600.0,350.0,240.0,113.09733554808211,344.8357099719182,582.1504292973821,926.9861392693003,926.9861392693003,0.3775676735312472,0.6472588689107095,0.1753253298022027,Failure
12.0,1.5,40.0,15000.0,3883.5443037974683,20.0,600.0,350.0,240.0,113.09733554808211,132.62911921996854,457.8409426004532,590.4700618204217,590.4700618204217,0.5927480877190552,1.0161395789469516,0.4083259816166105,Failure
12.0,1.5,40.0,77000.0,2146.8354430379745,20.0,600.0,350.0,240.0,113.09733554808211,680.8294786625053,253.09590568786462,933.9253843503699,933.9253843503699,0.3747622731585587,0.6424496111289578,0.0,Failure
12.0,1.5,40.0,5000.0,410.126582278481,20.0,600.0,350.0,240.0,113.09733554808211,44.20970640665619,48.35086877527603,92.56057518193222,92.56057518193222,3.781307530860488,6.482241481475122,4.597975653054238,Safe
12.0,1.5,40.0,7000.0,534.1772151898733,20.0,600.0,350.0,240.0,113.09733554808211,61.89358896931866,62.975514269032345,124.869103238351,124.869103238351,2.8029351610631386,4.805031704679666,3.4178770416917152,Safe
12.0,1.5,40.0,12000.0,348.1012658227848,20.0,600.0,350.0,240.0,113.09733554808211,106.10329537597484,41.03854602839787,147.1418414043727,147.1418414043727,2.3786571967368366,4.077698051548863,4.813978587547653,Safe
12.0,1.5,40.0,12000.0,224.0506329113924,20.0,600.0,350.0,240.0,113.09733554808211,106.10329537597484,26.413900534641535,132.51719591061638,132.51719591061638,2.641166662124634,4.527714277927944,7.479345263038101,Safe
12.0,1.5,40.0,25000.0,162.0253164556962,20.0,600.0,350.0,240.0,113.09733554808211,221.04853203328094,19.101577787763368,240.1501098210443,240.1501098210443,1.4574217778178677,2.4984373334020593,7.935500871339326,Risk
12.0,1.5,40.0,32000.0,100.0,20.0,600.0,350.0,240.0,113.09733554808211,282.9421210025996,11.789255040885205,294.73137604348483,294.73137604348483,1.187522023264918,2.0357520398827167,10.757520398734206,Risk
12.0,1.5,40.0,6000.0,224.0506329113924,20.0,600.0,350.0,240.0,113.09733554808211,53.05164768798742,26.413900534641535,79.46554822262895,79.46554822262895,4.404424405593266,7.550441838159885,8.282735093576795,Safe
12.0,1.5,40.0,2000.0,3883.5443037974683,20.0,600.0,350.0,240.0,113.09733554808211,17.683882562662475,457.8409426004532,475.5248251631157,475.5248251631157,0.7360288705835834,1.2617637781432858,0.5087497104375298,Failure
12.0,1.5,40.0,2000.0,3945.5696202531644,20.0,600.0,350.0,240.0,113.09733554808211,17.683882562662475,465.15326534733146,482.8371479099939,482.8371479099939,0.7248820881207735,1.2426550082070402,0.5007520409439828,Failure
12.0,1.5,40.0,12000.0,3883.5443037974683,20.0,600.0,350.0,240.0,113.09733554808211,106.10329537597484,457.8409426004532,563.9442379764281,563.9442379764281,0.6206287367262874,1.0639349772450641,0.43150068826759186,Failure
